ref_id,title,journal,researchNotes,type,authors,pages,volume,number,isbn,abstract,doi,year,date,keywords,isScreened,custom3,urls
4b350257-4567-49ef-b935-31d0eaab2250,"Petrochemistry of Shoshonitic rocks associated with porphyry copper-gold deposits of Central Quesnellia, British-Columbia, Canada",JOURNAL OF GEOCHEMICAL EXPLORATION,Times Cited in Web of Science Core Collection:&nbsp;&nbsp;14 Total Times Cited:&nbsp;&nbsp;14 Cited Reference Count:&nbsp;&nbsp;71,journalArticle,"['Barrie, CT']",225-258,48,2,0375-6742,"Major and trace element petrochemistry has been determined for forty-six Late Triassic-Early Jurassic rocks representing the Mt. Milligan and Chuchi porphyry Cu-Au deposits, marginal phases of the Hogem Batholith, and Takla Group volcanic rocks. Monzonites and latites of the Mt. Milligan deposit have undergone moderate to strong potassic alteration, principally involving the addition of K-feldspar and biotite. They are characterized by high K2O (5-13 wt.%), low Sr (180-450 ppm), high LOI (3-7 wt.%), slight to moderate LREE enrichment (La(N)/SM(N) = 3.9, n = 5 for monzonites, La(N)/Sm(N) = 2.4, n = 5 for volcanic rocks); but have non-diagnostic compatible trace element, HREE and HFSE contents in comparison to less altered rocks in the region. Samples taken peripheral to the Chuchi deposit have undergone moderate potassic (K-feldspar) alteration. They have slightly enriched K2O (4-6 wt.%) and LREE (La(N)/Sm(N) = 3.0, n = 4 for monzonites; La(N)/Sm(N) = 2.7, n = 4 for volcanic rocks), but otherwise are similar to less-altered rocks nearby. An alteration index: K2O x 100/Sr, distinguishes mineralized from barren samples in this suite, with mineralized samples having values greater than unity. The entire suite has petrochemical characteristics of a shoshonitic arc suite, with relatively high alkalis (5-15 wt.%) over mafic to intermediate SiO2 contents (44-66 wt.%) and Mg numbers (48-77); accompanied by moderate LREE enrichment, low TiO2 (less than 1.1 wt.%), and low Ta (less than 1 ppm, n = 8) and Nb (all but one less than 20 ppm) contents. The volcanic rocks are comparable to broadly coeval shoshonites found elsewhere in Quesnellia and Stikinia, including in the Nicola and Stuhini Groups of southwestern and northern British Columbia, respectively. By comparison with the porphyry gold-bearing Tabir-Feni shoshonitic volcanic arc, and other porphyry Cu-Au-bearing arcs of the southwest Pacific, and considering regional tectonic features, the Late Triassic-Early Jurassic rocks of central Quesnellia may have formed as a result of arc reversal, with subduction of the adjacent Cache Creek and Slide Mountain oceanic terranes under the Quesnellia volcanic arc from the west and east, respectively.",,1993,1993,[],False,,
fa49a668-384a-46b9-8bfd-aca6150267b5,Pitch Control at Prince George Pulp and Paper Mills,PULP & PAPER-CANADA,Times Cited in Web of Science Core Collection:&nbsp;&nbsp;0 Total Times Cited:&nbsp;&nbsp;1 Cited Reference Count:&nbsp;&nbsp;0,journalArticle,"['Ball, JB', 'Forster, SR']",49-61,91,8,0316-4004,"Blinding of brownstock Cowan screen plates with pitch, and dirt contamination of finished products, led the Prince George Pulp and Paper Mills' Prince George mill to an overall reassessment of the mill pitch control methods. Elimination of fresh water makeup, skimming and sewering reclaimed fines from the brown white water chest virtually eliminated all pitch-related problems. In addition, Vibromixer pitch deposition tests developed by Paprican were used to evaluate the effectiveness and necessity of using liquid pitch dispersants. Addition points and application rates have been redefined with no recurrence of the problems.",,1990,1990,[],False,,
5a1466d8-169a-4cf2-8a83-c038849b3071,"Evidence of predation of juvenile white sturgeon (Acipenser transmontanus) by North American river otter (Lontra canadensis) in the Nechako River, British Columbia, Canada",JOURNAL OF APPLIED ICHTHYOLOGY,Times Cited in Web of Science Core Collection:&nbsp;&nbsp;1 Total Times Cited:&nbsp;&nbsp;1 Cited Reference Count:&nbsp;&nbsp;12,journalArticle,"['Babey, CN', 'Gantner, N', 'Williamson, CJ', 'Spendlow, IE', 'Shrimpton, JM']",780-784,36,6,"0175-8659,1439-0426",,10.1111/jai.14114,2020,2020,[],False,,
5e8c7353-951f-4b5e-8fa3-57c261a1b6a8,Freedom Train: Mobilizing Alternative Media,International Journal of Communication,,journalArticle,"['Audette-Longo, Patricia H.']",4368-4388,10,0,1932-8036,"In 2012, as efforts grew to move more Canadian oil into international markets, members of a group of First Nations communities undertook a cross-country protest to protect their lands from pipeline encroachment. This analysis of documents produced and shared by organizers of Freedom Train 2012 maps modes of mobilizing participation across media spaces. Drawing upon alternative media literature, this article proposes a turn from analyzing how protest movements use media tools to how protest movements can be understood as forms of alternative media. The article concludes by advocating further study of alternative media practices to attend to how traditionally marginalized voices and cross-community communication networks contest industrial, governmental, and mainstream media power.",,2016,2016-08-30,[],False,,
1e754b6f-45d8-4de3-a373-fffe4a07ff91,Predictability of the Consequences of the Kemano Hydroelectric Proposal for Natural Salmon Populations,Canadian Water Resources Journal,,journalArticle,"['Mundie, J.H.', 'Bell-Irving, R.']",14-25,11,1,"0701-1784, 1918-1817","The Aluminum Company of Canada, Limited (Alcan) has proposed completion of its hydroelectric deveiopments to increase aluminum smelting capacity in northcentral B.C. The project was started in 1 950 and included the Kenney Dam on the Nechako River in the Fraser catchment area, the creation of the Nechako Reservoir, and the construction of facilities for generating power at the Kemano River on the west coast. Completion of development (Kemano Completion Proposal), at a cost of over $2 billion, would divert 84 percent of the initial mean annual discharge of the N echako R iver, and 62 percent of the mean annual d ischarge of the N anika River in the Skeena catchment area, to the Kemano River. The proposal offers discharges that are intended to protect Pacific salmon stocks, or, where this is not possible, mitigation of losses. Tiris paper identifies the more obvious effects of abstraction and regulation on salmon populations and their habitat. These include interference with migration of adults, changes in the quality of spawning gravel, imposition of stress on all stages of the f ish f rom high total gas pressures and from alterations in ambient temperature, changes in the composition of the total fish community, changes in the production and availability of food, stranding of fish, weakening or loss of cues for homing, and increased exposure to predation from fish and birds. A major diff iculty in trying to relate effects to salmon populations lies in distinguishing fish numbers as determined by habitat effects, from numbers determined by the level of recruitment to the rivers as a result of exploitation by the fishery. Three approaches to the problem are; experimental design of impact assessment, modelling changes of discharge and salmon habitat, and analysis of case histories of regulated discharge. The last seems to be the most instructive per unit of effort required. As an approximation to obtaining replication of treatment effects, and to judge the reliability of prediction of effects of llow regulation, case hislories of regulated salmonid rivers were examined, lt was found that negative effects outnumbered positive ones, that prediction was usually incorrect, and that, even where flow regulation was implemented with the express intention of increasing numbers of salmonids the results fell short of expectations. On this evidence it appears that the outcome of a development as demanding of wateras Kemano Completion is difficult to predict in precise quantitative terms and carries some risk for natural ooDUlations.",10.4296/cwrj1101014,1986,1986-01,[],False,,
22974a0f-8e35-4e8e-a550-ed69ca142270,Engaging aboriginal populations in collaborative planning: an evaluation of a two-tiered collaborative planning model for land and resource management,Journal of Environmental Planning and Management,,journalArticle,"['Morton, Cedar', 'Gunton, Thomas I.', 'Day, J. C.']",507-523,55,4,0964-0568,"This paper evaluates an innovative two-tiered model of collaborative planning designed to increase participation of First Nations in resource and environmental planning in British Columbia, Canada. Like a one-tiered model, the two-tiered model engages stakeholders in face-to-face negotiations to develop a consensus plan. However, to finalize an agreement, recommendations from the first tier are then sent to a second tier of negotiations that includes only two parties – First Nations and the provincial government. This innovative two-tiered collaborative process was designed to meet the unique position of First Nations and address the problem of low First Nations participation in previous single-tiered collaborative planning processes. Results based on 26 evaluative criteria indicate the two-tiered process was successful in increasing First Nations engagement while still meeting the interests of non-aboriginal stakeholders who did not participate at the second tier of negotiations. However, results also indicate a need to revise the two-tiered process to improve buy-in from non-aboriginal stakeholders while continuing to respect First Nations' constitutional rights. With these revisions, results suggest that a two-tiered collaborative planning model is a viable option worthy of consideration for cases in which one or more participants, such as aboriginal populations, have unique rights and interests that need to be accommodated in the process design.",10.1080/09640568.2011.613592,2012,2012-05-01,[],False,,
1b7dacdb-8aaa-42e0-ada9-44cf17423f3f,"In the North, For the North: Post-Secondary Education in the Provincial North",Nothern Review,,journalArticle,"['Morrison, William R.']",,0,38,1929-6657,"Abstract: For generations, promoters of northern political and economic development have emphasized the importance of post-secondary education. These northern advocates have lamented the absence or narrow scope of post-secondary institutions in the North. Canada is the only Circumpolar Nation without an Arctic university, and there is ample evidence that the region and the country are much the poorer for the lack of northern research, education and training capacity. It is not that Canadian institutions have ignored the region. Northern tier community colleges have played key and innovative roles in responding to regional needs. Southern universities have, through a variety of undergraduate, graduate and professional outreach programs, provided some degree options in the North. The University of the Arctic represents an innovative circumpolar effort to address northern needs across the Circumpolar North. Focusing on the University of Northern British Columbia, which opened in 1994, this paper demonstrates how responsive, regionally-aware post-secondary institutions can have transformative effects on their host communities and regions, and deals with some of the controversies surrounding the opening of the university.",,2014,2014,[],False,,
2245728b-7ca2-43e2-bbda-684b08ac4880,"Analysis of HLA Class I and Class II in Na-Dene and Amerindian Populations from British Columbia, Canada",Human Immunology,,journalArticle,"['Monsalve, Maria Victoria', 'Edin, Glenn', 'Devine, Dana V']",48-55,59,1,0198-8859,"ABSTRACT: We analyzed the distribution of HLA class II alleles and haplotypes in one Na-Dene (Athabaskan) group from British Columbia (Canada) by PCR amplification of the DRB1, DQA1 and DQB1 second exon sequences. We extended the typing of the DRB1 in an Amerindian group (Penutian) from British Columbia. The presence of the alleles DRB1∗ 0405, ∗0407 and ∗0410 only in Na-Dene and alleles DRB1∗0408, ∗1301∗1302, ∗1304, ∗1305, ∗1502 and ∗1601 only in Amerindians suggests separate origins of these two groups. There were fifteen different DRB1/DQA1/DQB1 haplotypes. One unique haplotype previously reported in Native Americans was found. Thirty-four per cent of Athabaskans presented Native American haplotype DRB1∗1402/DQA1∗0501/DQB1∗0301. In addition, the results of this study are compatible with previous evidence with mitochondrial (mtDNA) polymorphisms indicating that Amerindians and Na-Dene populations derived from different migrations from Asia.",10.1016/S0198-8859(97)00251-6,1998,1998-01,[],False,,
23974511-5f73-4e42-baa0-2250ee91ee86,The Hinterland Belt of the Canadian Cordillera: new data from northern and central British Columbia,Canadian Journal of Earth Sciences,,journalArticle,"['Monger, J. W. H.', 'Richards, T. A.', 'Paterson, I. A.']",823-830,15,5,0008-4077,"The Omineca Crystalline Belt of the Canadian Cordillera is flanked on the west by the Hinterland Belt, characterized by folds and faults that show predominant westward directed tectonic transport. Rocks involved in northern and central British Columbia comprise the Cache Creek Group and, to the west, various Permian, Triassic and Jurassic units. The structures in this belt record three major episodes of deformation. Earliest folds in the Cache Creek Group probably reflect latest Triassic deformation and cannot be related to the Hinterland Belt for they trend obliquely to it. In northern and central British Columbia the Hinterland Belt as a structural entity was produced by probable latest Jurassic or earliest Cretaceous deformation. Major east-dipping thrust and reverse faults, associated locally with folds and schist terranes, bring Cache Creek strata over and against coeval and younger rocks to the west. This belt was later disrupted by strike-slip faults in Late Cretaceous – Early Tertiary time., La zone cristalline d'Ominéca dans",10.1139/e78-087,1978,1978-05-01,[],False,,
ed786cdd-54e1-4668-b94b-154448168db9,A Comparison of Wet'suwet'en Cases of the Reincarnation Type with Gitksan and Beaver,Journal of Anthropological Research,,journalArticle,"['Mills, Antonia C.']",385-415,44,4,0091-7710,"This article describes the belief in reincarnation held by the contemporary Wet'suwet'en, or Bulkley River Carrier Indians, based on twenty-eight cases investigated using the methods of Ian Stevenson. The Wet'suwet'en cases are compared to the cases I have studied among two neighboring native groups in British Columbia, Canada: the Gitksan to the west and the Beaver to the northeast. The three groups have different beliefs in the possibility of cross-sex and multiple reincarnation which may relate to their differing attitudes towards succession to hereditary titles. However, the concept of reincarnation gives all three groups a similar perspective on personality formation which affects the way children are treated. While cultural patterning shapes the belief in reincarnation, further research is necessary to assess whether something like reincarnation may be actually taking place.",10.1086/jar.44.4.3630506,1988,1988-12-01,[],False,,
3c678ad6-ffab-4d7a-b33a-594c85994f06,Three Years After Delgamuukw: The Continuing Battle Over Respect for First Nations Interests to Their Traditional Territories and Rights to Work Their Resources,Anthropology of Work Review,,journalArticle,"['Mills, Antonia']",22-29,21,2,1548-1417,,10.1525/awr.2000.21.2.22,2000,2000-06-01,[],False,,
efef831d-7a54-4c63-9d4b-dc4aaee6e5a2,"Channel-amphitheatre landforms resulting from liquefaction flowslides during rapid drawdown of glacial Lake Fraser, British Columbia, Canada",GEOMORPHOLOGY,,journalArticle,"['Miller, BGN', 'Iverson, RM', 'Clague, JJ', 'Geertsema, M', 'Roberts, NJ']",,392,,"0169-555X,1872-695X","Unusual channel-amphitheatre landforms are present in Late Pleistocene-early Holocene, subaqueous fan and delta deposits in the glacial Lake Fraser basin, central British Columbia. The lake formed during the decay of the last Cordilleran Ice Sheet and drained-11,500 years ago during a large outburst flood. The fronts of a delta and two subaqueous fans consisting of silt to fine sand are marked by branching networks of wide, nearly flat channels that terminate upstream in digitate, steep-walled amphitheatres. We propose that these channel amphitheatre landforms formed by liquefaction flowslides that were induced by the rapid drawdown of glacial Lake Fraser during the outburst flood. Similar geomorphic forms, which we believe also to be associated with rapid drawdowns of large Late Pleistocene-early Holocene lakes, occur elsewhere in North America. A recent tailings dam failure and an intentional breaching of a 100-year-old hydroelectric dam provide insights into the processes responsible for the landforms. By using geomechanical analysis, we show how rapid lake drawdown can trigger liquefaction flowslides in deposits of silt to fine sand. The novelty of our approach lies in combining geomechanical reasoning with geomorphic analogues to understand histories of ancient glacier-dammed lakes and of the glacial lake outburst floods that are sourced from them. (c) 2021 The Authors. Published by Elsevier B.V. This is an open access article under the CC BY-NC-ND license (http:// creativecommons.org/licenses/by-nc-nd/4.0/).",10.1016/j.geomorph.2021.107898,2021,2021,[],False,,
16ddc6ab-5ec3-4f2d-8dbd-194e4510be5d,Comparing statistical post-processing of regional and global climate scenarios for hydrological impacts assessment: A case study of two Canadian catchments,Journal of Hydrology,,journalArticle,"['Troin, Magali', 'Velázquez, Juan Alberto', 'Caya, Daniel', 'Brissette, François']",268-288,520,,0022-1694,"Projected climate change effects on streamflow are investigated for the 2041–2070 horizon following the SRES A2 emissions scenario over two snowmelt-dominated catchments in Canada. A 16-member ensemble of SWAT hydrological model (HM) simulations, based on a comprehensive ensemble of the Canadian Regional Climate Model (CRCM) simulations driven by two global climate models (GCMs), with five realizations of the Canadian CGCM3 and three realizations of the German ECHAM5 is established per catchment. This study aims to evaluate, once model bias has been removed by statistical post-processing (SP), how the RCM-simulated climate changes differ from those of the parent GCMs, and how they affect the assessment of climate change-induced hydrological impacts at the catchment scale. The variability of streamflow caused by the use of different SP methods (mean-based versus distribution-based) within each statistical post-processing pathway of climate model outputs (bias correction versus perturbation) is also evaluated, as well as the uncertainty of natural climate variability. The simulations cover 1971–2000 in the reference period and 2041–2070 in the future period. For a set of criteria, results based on raw and statistically post-processed model outputs for the reference climate are compared with observations. This process demonstrates that SP is important not only for GCMs outputs, but also for CRCM outputs. SP leads to a high level of agreement between the CRCM and the driving GCMs in reproducing patterns of observed climate. The ensemble spread of the climate change signal on streamflow is large and varies with catchments and hydrological periods (winter/summer flows). The results of various hydrological indicators show that most of the uncertainty arises from the natural climate variability followed by the statistical post-processing. The uncertainty linked to the choice of statistical pathway is much larger than that associated with the choice of the method in quantifying the hydrological impacts. We find that the incorporation of dynamical downscaling of global models through the CRCM as an intermediate step in the GCM–RCM–SP–HM model chain does not lead to considerable differences in the assessment of the climate change impacts on streamflow for the study catchments.",10.1016/j.jhydrol.2014.11.047,2015,2015-01,[],False,,
a1de12bb-d28b-454f-b4cc-92a2e7843c40,Hydrological response to dynamical downscaling of climate model outputs: A case study for western and eastern snowmelt-dominated Canada catchments,Journal of Hydrology: Regional Studies,,journalArticle,"['Troin, Magali', 'Caya, Daniel', 'Velázquez, Juan Alberto', 'Brissette, François']",595-610,4,,22145818,,10.1016/j.ejrh.2015.09.003,2015,2015-09,[],False,,
424a955a-3d4f-4751-aa09-8aeee92781f2,"Regionalization of water quality in the upper fraser river basin, British Columbia",Water Research,,journalArticle,"['Whitfield, Paul H']",1053-1066,17,9,0043-1354,"Uniformity of water quality in the Upper Fraser River basin was examined using cluster analysis. Substantial variations in water quality exist within the basin. These differences are largely related to the geology of the watersheds. Differences in water quality were more pronounced among the tributaries than along the mainstem of the Fraser River. The mainstem of the river could be considered to have three distinct reaches where water quality properties were relatively constant. Cluster analysis was a useful technique for establishing similarities and differences for both the tributaries and the mainstem stations. Some limitations of water quality data and the methods used are discussed. The diversity of water quality found to exist within this basin suggests that uniform criteria or objectives cannot be applied to the basin as a whole, but may be applied to smaller units.",10.1016/0043-1354(83)90045-3,1983,1983,[],False,,
1b36cf5a-c92c-4924-8de1-8e776ac8030a,Integrated river basin management: A case for collaboration,International Journal of River Basin Management,"Location: Nechako, Kenny Dam, Cheslatta, Nechako watershed",journalArticle,"['Watson, Nigel']",243-257,2,4,1571-5124,"Abstract Integrated river basin management (IRBM) is an approach that has been interpreted in a number of different ways during the last 100 years. Current support for IRBM is based on a ‘myth’ of inter‐agency co‐ordination. However, increasing complexity and uncertainty in river basin systems has created ‘wicked’ or ‘messy’ land and water management problems. The limited capacity of state institutions to deal effectively with such conditions suggests that the current ‘myth’ must be reformed and that a more powerful system‐response capability founded on inter‐organisational collaboration should be developed. The case for a collaborative institutional approach to IRBM is examined with reference to the Fraser Basin Council in British Columbia, Canada.",10.1080/15715124.2004.9635235,2004,2004,[],False,,
6250ae97-77b3-4e37-af0f-187bf15f8e13,An overview of the forage resource and beef production on Crown land in British Columbia,Canadian Journal of Animal Science,,journalArticle,"['Wikeem, B. M.', 'Mclean, A.', 'Quinton, D.', 'Bawtree, A.']",779-794,73,4,0008-3984,"This paper reviews the geographic extent, distribution, plant communities, forage productivity and animal production of Crown range in British Columbia. Over 10 million ha of Crown range is distributed among 11 biogeoclimatic zones. Forestland comprises nearly 80% of the landbase grazed. In the southern interior, the most important zones include the Bunchgrass, Ponderosa Pine, Interior Douglas-Fir and Montane Spruce zones. Forage yields vary from as much as 2700 kg ha−1 on grassland to < 100 kg ha−1 under dense forest canopy. On seeded clearcuts, however, production may exceed 1500 kg ha−1. Average daily gains for steers and calves on forest range vary from 0.8 to 1.1 kg d−1. In the central interior and Peace River areas, the Sub-Boreal Pine–Spruce, Sub-Boreal Spruce and Boreal White and Black Spruce zones provide most of the forage for beef cattle. Seventeen community pastures, comprising nearly 170 000 ha, produce almost 50 000 animal-unit months (AUMs) of forage for cattle in this region. Forage produc..., L'article passe en revue l'étendue géographique, la répartition, les communautés végétales, la productivité fourragère et la production animale dans les terres de l'État en Colombie-Britannique (C.-B.). Plus de 10 millions d'hectares (ha) de parcours de l'État se répartissent entre 11 zones biogéoclimatiques. La forêt couvre près de 80% du territoire pâturé. Dans le sud de l'intérieur, les zones les plus importantes sont la zone à graminées cespiteuses, la zone du pin Ponderosa, la zone du Douglas de l'intérieur et la zone montagnarde à épinette. Le rendement fourrager peut aller de 2700 kg ha−1 sur prairie à moins de 100 kg ha−1 sous couvert forestier dense. Dans les coupes à blanc ressemées, la production peut toutefois dépasser 1500 kg ha−1. Le QMQ das bouvillons et des veaux dans les parcours de forêt va de 0,8 kg à 1,1 kg j−1. Dans le centre de l'intérieur et dans la région de la Rivière-de-la-Paix, la zone sub-boréale à pin et épinette, la zone sub-boréale à épinette et la zone boréale à épinette bl...",10.4141/cjas93-081,1993,1993-12-01,[],False,,
c19b4b08-a869-40ce-84af-611345aa4f36,Seasonal use by birds of stream-side riparian habitat in coniferous forest of northcentral British Columbia,Ecography,,journalArticle,"['Wiebe, Karen L.', 'Martin, Kathy']",124-134,21,2,1600-0587,"To determine use of riparian habitats by birds in the northern coniferous forest of British Columbia, we censused birds and vegetation along 500 m transects placed parallel and perpendicular to three second-order streams. Censuses were conducted during spring, summer, autumn, and winter to investigate how use of riparian habitat changed seasonally. Stream-side riparian zones were characterized by a dense understorey of deciduous vegetation not found in the upslope forest. Nine bird species preferred the riparian understorey for breeding, six preferred it only during migration. Neotropical migrants (16 of 46 species) were more closely associated with stream-sides than year-round residents (11 species). Some breeding birds (five species) were significantly negatively associated with riparian habitats. The density of riparian birds declined with distance upstream but did not decline up to 250 m away from the stream. The more extensive riparian areas downstream supported a greater density of birds in all seasons compared to upstream areas, but more species only in spring and autumn. Species that nested in non-riparian areas in summer used riparian habitat in autumn, making riparian corridors in the northern coniferous forest important during migration. Maintaining both riparian and upslope habitats is necessary to preserve species diversity al the landscape level.",10.1111/j.1600-0587.1998.tb00666.x,1998,1998-04-01,[],False,,
aa415a3d-db8c-4481-9c01-216caf031b48,"You Don't Suppose the Dominion Government Wants to Cheat the Indians?"": The Grand Trunk Pacific Railway and the Fort George Reserve, 1908-12",BC Studies,,journalArticle,"['Vogt, David', 'Gamble, David Alexander']",,,166,00052949,"Between 1908 and 1912, the Grand Trunk Pacific Railway appropriated reserve land possessed by the Lheidli T'enneh Band at Fort George (now Prince George), B.C., offering $68 000, and ultimately paying $125 000, for land it later sold for more than $1 million. Band members were pressured by missionary clergy and the Department of Indian Affairs, to surrender the reserve to the railway swiftly and, from the perspective of the company, cheaply. Resistance by the band to the surrender did, however, result in temporarily stalled negotiations and a marked increase in compensation. The surrender or ""sale"" of Reserve No. 1 is illustrative of the broader phenomenon of the transfer of aboriginal reserve land to national railways, justified by the perceived benefit of the railway to the progress and development of Canada, and by the alleged benefit of relocation and isolation of the Lheidli T'enneh to their ultimate assimilation into Canadian society.",,2010,2010,[],False,,
eabbb0cd-1111-4ee8-8b21-6a38965464f0,Evaluating the Time-Invariance Hypothesis of Climate Model Bias Correction: Implications for Hydrological Impact Studies,Journal of Hydrometeorology,,journalArticle,"['Velázquez, Juan Alberto', 'Troin, Magali', 'Caya, Daniel', 'Brissette, François']",2013-2026,16,5,1525-755X,"The bias correction of climate model outputs is based on the main assumption of the time invariance of the bias, in which the statistical relationship between observations and climate model outputs in the historical period stays constant in the future period. The present study aims to assess statistical bias correction under nonstationary bias conditions and its implications on the simulated streamﬂow over two snowmelt-driven Canadian catchments. A pseudoreality approach is employed in order to derive a proxy of future observa- tions. In this approach, CRCM–ECHAM5 ensemble simulations are used as pseudoreality observations to correct for bias in the CRCM–CGCM3 ensemble simulations in the reference (1971–2000) period. The cli- mate model simulations are then bias corrected in the future (2041–70) period and compared with the future pseudoreality observations. This process demonstrates that biases (precipitation and temperature) remain after the bias correction. In a second step, the uncorrected and bias-corrected CRCM–CGCM3 simulations are used to drive the Soil and Water Assessment Tool (SWAT) hydrological model in both periods. The bias correction decreases the error on mean monthly streamﬂow over the reference period; such ﬁndings are more mixed over the future period. The results of various hydrological indicators show that the climate change signal on streamﬂow obtained with uncorrected and bias-corrected simulations is similar in both its magnitude and its direction for the mean monthly streamﬂow only. Regarding the indicators of extreme hydrological events, more mixed results are found with site dependence. All in all, bias correction under nonstationary bias is an additional source of uncertainty that cannot be neglected in hydrological climate change impact studies.",10.1175/JHM-D-14-0159.1,2015,2015-07-06,[],False,,
abb102b2-912e-49d5-b0e6-9a3ad7d2b8dd,Plants in language and classification among BC First Nations,BC Studies: The British Columbian Quarterly,,journalArticle,"['Turner, Nancy J.', 'Burton, Carla', 'Eijk, Jan Van']",,0,179,0005-2949,"Studies on the naming and classification of plants by First Peoples of British Columbia began with the works of early ethnographers like Franz Boas. In the 1970s, however, research in this area became more focused in BC, following general trends in ethnobiology and cognitive anthropology in documenting systems of biological “folk taxonomy” in different cultures and languages worldwide. This research reflects collaboration with ethnobotanists, linguists and Indigenous speakers and knowledge holders of First Nations’ languages, and includes recording the names and conceptual relationships of plant species and other plant categories. Identification of factors influencing plant nomenclature and shaping plant classification systems, and how these systems have changed over time and vary from language to language, has been a focus of the research. Most BC First Nations languages incorporate names for between about 120 and 150 different species or basic “generic rank” categories of plants. These tend to be arranged in a shallow hierarchy within a small number of higher order plant categories, such as for “tree,” “bush,” “grass.” In some culturally important species, more detailed sub-categories, within the “generic” taxa, are distinguished with more specific names. The indigenous categories for plants reflected in BC Indigenous languages and cognitive systems reflect culturally important plants, most of which are highly visible and widespread.",,2013,2013-10-30,[],False,,
034e2b2a-3d69-4892-9cac-ea8d667214ad,"Salmonberry Bird and Goose Woman: Birds, Plants, and People In Indigenous Peoples' Lifeways In Northwestern North America",Journal of Ethnobiology,,journalArticle,"['Turner, Nancy J.', 'Bhattacharyya, Jonaki']",717-745,36,4,0278-0771,"Both birds and plants are major components of the world's biocultural diversity. Salient species of both are recognized and named in virtually every language and both feature in countless ways in people's systems of knowledge, practice, and belief, as sources of food, materials, and medicines, and as ceremonial and religious symbols. However, these two major biological groups are also linked together, and their ecological associations are likewise reflected in cultural knowledge systems. In northwestern North America, there are many examples of the intersection of botanical and ornithological knowledge, reflected in people's vocabulary, narratives, belief systems, and management practices. Here we provide diverse illustrations of this intersection in cultural knowledge of plant-bird associations. These examples link together observations of bird habits and habitats with particular plant species and show how this complex integrated knowledge and experience has helped promote cultural richness and well-being for First Peoples of the region. Bird species from swans (Cygnus spp.) to hummingbirds (Trochilidae) and plants from edible root vegetables to nectar-producing flowers are exemplified as major representatives of ethnoecological connections. These relationships remind us of the importance of interspecies ties to environmental and cultural integrity—a key to sustainable living into the future.",10.2993/0278-0771-36.4.717,2016,2016-12-01,[],False,,
f788d954-41f0-4447-a1df-018fd7ae750d,Appropriate engagement and nutrition education on reserve: lessons learned from the Takla Lake First Nation in Northern BC,International Journal of Indigenous Health,,journalArticle,"['Tobin, Pamela', 'Margo, Hanlon']",49-57,6,1,,"Concerns about living conditions on First Nations1 reserves are attracting a great deal of attention from public health practitioners and researchers looking to design and implement measures to improve and promote health. Issues related to geographic isolation, low socioeconomic status, and threats to traditional practices are known to contribute to poor health outcomes, especially amongst Aboriginal youth. Research and educational programs are needed to address these challenges yet even the most state-of-the art initiatives are destined to fail if they are perceived to be disrespectful of, and insensitive to, local First Nations' culture and ways of knowing. Inspired by Smith's call for decolonized methodologies, we develop the concept of appropriate engagement as a framework for working with First Nations. A case study of research and a nutrition program conducted in Takla Landing, British Columbia are presented to offer an outline of appropriate engagement and how it can be used to better inform public health initiatives aimed at improving the dietary practices of First Nations populations.",,2010,2010,[],False,,
771b20ca-0185-4a09-a02d-ed63ae08863f,Reconciling self-sufficiency and renewable energy targets in a hydro dominated system: The view from British Columbia,Energy Policy,,journalArticle,"['Sopinka, Amy', 'Cornelis van Kooten, G.', 'Wong, Linda']",223-229,61,,0301-4215,"British Columbia's energy policy is at a crossroads; the province has set a goal of electricity self-sufficiency, a 93% renewable portfolio standard and a natural gas development strategy that could increase electricity consumption by 21 TWh to 33 TWh. To ascertain the BC's supply position, a mathematical programming model of the physical workings of BC's hydroelectric generating system is developed, with head heights at the two dominant power stations treated as variable. Using historical water inflow and reservoir level data, the model is used to investigate whether BC is capable of meeting its self-sufficiency goals under various water supply and electricity demand scenarios.",10.1016/j.enpol.2013.05.068,2013,2013-10,[],False,,
4b74e4ad-2c5c-46a2-81c5-c4febafa4796,Gravity Field Imaging by Continued Fraction Downward Continuation: A Case Study of the Nechako Basin (Canada),ACTA GEOLOGICA SINICA-ENGLISH EDITION,Location: Nechako watershed,journalArticle,"['Zhang, C', 'Zhou, WN', 'Lv, QT', 'Yan, JY']",102-105,95,,"1000-9515,1755-6724",,10.1111/1755-6724.14846,2021,2021,[],False,,
5ad9f992-5f0b-410d-a11e-f6a64a6fd6f0,"""Killing the Indian in the Child"": Death, Cruelty, and Subject-formation in the Canadian Indian Residential School System",Mosaic: a journal for the interdisciplinary study of literature,,journalArticle,"['Young, Bryanne']",63-76,48,4,1925-5683,"Abstract:Provoked by the religious and state ethos for the Canadian Indian Residential Schools, to kill the Indian in the child, this essay engages Lacanian psychoanalysis and theories of biopolitics to conceptualize processes and practices of subject-formation and self-making within the circuitry of the Canadian Indian Residential School System.",10.1353/mos.2015.0054,2015,2015-12-14,[],False,,
