key,title,itemType,creators,date,DOI,url,collections,tags,abstractNote
C7NKFNK8,"Investigating patterns and extent of predation of hatchery-reared juvenile Nechako white sturgeon (Acipenser transmontanus) by North American river otter (Lontra canadensis) in the Nechako River, British Columbia, Canada",journalArticle,"[{'firstName': 'CN', 'lastName': 'Babey', 'creatorType': 'author'}, {'firstName': 'N', 'lastName': 'Gantner', 'creatorType': 'author'}, {'firstName': 'JM', 'lastName': 'Shrimpton', 'creatorType': 'author'}]",2023 SEP,10.1139/cjz-2022-0148,,['MRW66E3Y'],"[{'tag': 'PIT tag'}, {'tag': 'predation'}, {'tag': 'white sturgeon'}, {'tag': 'ATLANTIC SALMON'}, {'tag': 'KOOTENAI RIVER'}, {'tag': 'LAKE STURGEON'}, {'tag': 'AVIAN PREDATION'}, {'tag': 'conservation aquaculture'}, {'tag': 'CONSERVATION AQUACULTURE'}, {'tag': 'FOOD-HABITS'}, {'tag': 'FULVESCENS RAFINESQUE'}, {'tag': 'latrine'}, {'tag': 'LUTRA-LUTRA L'}, {'tag': 'PASSIVE INTEGRATED TRANSPONDERS'}, {'tag': 'river otter'}, {'tag': 'SCAPHIRHYNCHUS-ALBUS'}]","Predation of fish released as part of conservation aquaculture programs may undermine conservation goals. Identification of factors influencing predation, therefore, can inform management decisions that minimize predation losses. For the endangered Nechako white sturgeon (Acipenser transmontanus Richardson, 1836), the survival of individuals released as part of a conservation aquaculture program is threatened by river otter (Lontra canadensis (Schreber, 1777)) predation. Through the recovery of sturgeon passive integrated transponder (PIT) tags from otter latrines, we set out to quantify the extent of predation, identify spatial patterns in predation including identifying predation hotspots, and understand the timing of predation. The recovery of 3.9% of PIT tags from the hatchery-released sturgeon represents a minimum predation estimate based on several identified factors. The distribution of predation hotspots varied by release cohort, with some consistent hotspots among cohorts. An apparent decrease in predation in recent years was seen in conjunction with fewer live captures and lower release numbers, suggesting some level of density-dependent predation. Results from this study can be used to contribute to management decisions related to Nechako white sturgeon recovery efforts, inform further research needs, and contribute to a growing knowledge of sturgeon predation."
2KIJK6EV,Liberating trails and travel routes in Gitxsan and Wet'suwet'en Territories from the tyrannies of heritage resource management regimes,journalArticle,"[{'firstName': 'CG', 'lastName': 'Armstrong', 'creatorType': 'author'}, {'firstName': 'A', 'lastName': 'Spice', 'creatorType': 'author'}, {'firstName': 'M', 'lastName': 'Ridsdale', 'creatorType': 'author'}, {'firstName': 'JR', 'lastName': 'Welch', 'creatorType': 'author'}]",2023 JUN,10.1111/aman.13817,,['MRW66E3Y'],"[{'tag': ""Wet'suwet'en""}, {'tag': 'PLACE'}, {'tag': 'ARCHAEOLOGY'}, {'tag': 'historical ecology'}, {'tag': 'mapping'}, {'tag': 'compliance archaeology'}, {'tag': 'Gitxsan'}, {'tag': 'heritage resource management'}, {'tag': 'trail archaeology'}, {'tag': 'trails'}]","Despite their unmistakable significance in regional histories and unique roles in cultural transmission and traditions, Indigenous trail systems are frequently ignored in non-Indigenous heritage resource management regimes. These regulatory regimes often require that heritage have discrete spatial and temporal boundaries and predefined material attributes and functions. However, as landscape-scale connectors of peoples, places, and times that blend spiritual, economic, and educational functions, trails challenge these proscriptions. Trails eschew cost-effective identification, documentation, and conservation. Accordingly, and because trails cannot be adequately documented without the expertise of people whose lands and communities they serve, archaeologists tasked with identifying heritage in advance of resource extraction and land alteration projects often omit trails from assessments. Shortcomings in heritage conservation regimes in British Columbia and elsewhere are resulting in the obliteration of Indigenous trails at precisely the time they are needed to support the revitalization of Territory-Community relationships at the core of Indigeneity. We address this tragedy by integrating archaeology, ethnography, remote sensing, and collaborative fielwork to document trails in Wet'suwet'en and Gitxsan Territories. This enables protection in heritage management contexts and renewed and expanded trail use in intergenerational and intercultural contexts in support of Indigenous community futurity, survivance, and shared senses of community, geography, and stewardship."
RSRUM4K8,,note,[],,,,[],[],
FDVVHCSN,,note,[],,,,[],[],
I7N3PM4D,,note,[],,,,[],[],
P883HTVA,,note,[],,,,[],[],
SWCHX8ZW,,note,[],,,,[],[],
Y3T989GH,,note,[],,,,[],[],
N6VEJJ48,,note,[],,,,[],[],
ZQ8ERNYM,,note,[],,,,[],[],
KPVSEYLQ,,note,[],,,,[],[],
35627F8M,,note,[],,,,[],[],
9MN5EZD5,,note,[],,,,[],[],
IDT7KB8Q,,note,[],,,,[],[],
H4Q9DDP4,,note,[],,,,[],[],
3LGTJTRW,,note,[],,,,[],[],
39HNKRY2,,note,[],,,,[],[],
2DTXNAVN,,note,[],,,,[],[],
RPF59GBD,,note,[],,,,[],[],
7B5MQXUU,,note,[],,,,[],[],
XV8WB3RH,,note,[],,,,[],[],
9Y4XRJZ6,B.C. First Nations sue to have Alcan take down the Kenney Dam,radioBroadcast,[],2019,,https://go.exlibris.link/slQZP2Tj,['4EFHUEJI'],"[{'tag': 'Canada'}, {'tag': 'Saturation search (2)'}, {'tag': 'Canadian native peoples'}, {'tag': 'Cases'}, {'tag': 'Dams'}, {'tag': 'Mineral industry'}, {'tag': 'Mining industry'}]",
TQ5ZM3LC,"Geoscience BC: New Seismic Reflection Data for the Nechako Basin, British Columbia",document,[],2009-06-17,,http://search.proquest.com/cbcacurrent/docview/347420890/abstract/6C1EA84A88C44F4FPQ/16?,['4EFHUEJI'],"[{'tag': 'Saturation search (2)'}, {'tag': 'General Interest Periodicals--Canada'}, {'tag': 'Business And Economics--Marketing And Purchasing'}]","""The hydrocarbon potential of the Nechako Basin is not currently well understood,"" said 'Lyn Anglin, President and CEO of Geoscience BC. ""We believe that these types of regional geoscience projects are key to further developing our knowledge of the basin, which in turn will help attract industry interest to the region."" This seismic survey is a major component of Geoscience BC's interior basins oil and gas geoscience program, which was initiated in April 2005 with a $5 million grant to Geoscience BC from the Provincial government. The survey complements ongoing seismic monitoring, geophysical and geological studies of the Nechako Basin being supported by Geoscience BC in partnership with Simon Fraser University, University of British Columbia, BC Ministry of Energy Mines and Petroleum Resources, and Natural Resources Canada."
CKT9BF3D,"""Water Release Facility at Kenney Dam: Alternative Concept Layout, Construction Planning and Cost"" by SNC Lavalin",document,[],2009,,http://unbc.summon.serialssolutions.com/2.0.0/link/0/eLvHCXMwlV1NT8MwDI2gXLgNAeJb1s4MmqXtGm5btwIacBiTEKfK2TIJacuE6JD677GbwoHbTlHitmliyY4TvxchVPcm7PyzCRYVX_MyM3Ie9xbSkGWOQmvIe8kFamRw8vs4Goz1YBpPGs4khsY06naGwvuN80g7clkx7-fLHoXquypMA7HXv38cDTmP2dXQedX4h7wlWp7BFZfwjGWt1AOxY92h-Gy_cQNMyLyTw4AcZ5yNWgGWUBu5Coa4uoP-stmZ-7aQeSghPGG13pTXXP-jeYXfW4YA3ZwkX2UbTAWvLxk9Tv1_uCOR5KNp9tDhvywopl4VTO7sx1jwGItaQiVXWBZrpSN1LAK3dvZEQBoxOU2KmpaZkbQaE5vobmIwnElLi_1Tcbvlx8-2fuNc7PsjFc76uxABTYC99FN_1WjiB5qynEI,['4EFHUEJI'],[{'tag': 'Saturation search (2)'}],
C6QUK45T,"Nechako Watershed Council - Executive Summary: Work Completed Towards a Water Release Facility at Kenney Dam, 2001-2009",document,[],2009,,https://go.exlibris.link/CxxHvBwT,['4EFHUEJI'],[{'tag': 'Saturation search (2)'}],
MTH527P7,Geoscience BC Announces Launch of $2.5 Million Nechako Basin Seismic Survey,document,[],2008-07-07,,http://search.proquest.com/cbcacurrent/docview/447410970/abstract/6C1EA84A88C44F4FPQ/23?,['4EFHUEJI'],"[{'tag': 'Saturation search (2)'}, {'tag': 'General Interest Periodicals--Canada'}, {'tag': 'Business And Economics--Marketing And Purchasing'}]","This $2.5 million survey, totaling approximately 350 line-kilometres of new seismic data acquisition, has been funded with $2 million from Geoscience BC and $0.5 million from the Northern Development Initiative Trust Pine Beetle Recovery Account. This project represents a major component of Geoscience BC's interior basins oil and gas geoscience program originally funded in April 2005 with a $5 million grant to Geoscience BC from the Provincial government. The area of the survey is largely contained within the Nazko First Nation's Traditional Territory, and CGGVeritas is providing training and employment opportunities to some members of the Nazko FN. ""The data collected during this survey will provide information for Geoscience BC and its partners to design new seismic and other geoscience projects in central BC,"" said 'Lyn Anglin, President and CEO of Geoscience BC. ""The data will assist in determining the petroleum potential of the Nechako Basin which at present is not well understood."""
EGJ7J8Q2,Geoscience BC: Launch of the QUEST West Mountain Pine Beetle Geoscience Project,document,[],2008-06-19,,http://search.proquest.com/cbcacurrent/docview/447412244/abstract/64809FD44D6649FDPQ/109?,['4EFHUEJI'],"[{'tag': 'Saturation search (2)'}, {'tag': 'General Interest Periodicals--Canada'}, {'tag': 'Business And Economics--Marketing And Purchasing'}]","""The QUEST West area is considered to have good potential for molybdenum, copper, gold and silver mineralization,"" said Dr. 'Lyn Anglin, President and CEO of Geoscience BC. ""These surveys are designed to stimulate more exploration industry interest in the area, and publication of the survey results will help attract and guide more exploration activities and investments."" ""The incredible increase of almost a million hectares of staking and exploration that occurred as a result of the initial QUEST Geoscience project has made our board eager to partner with Geoscience BC and the Regional District of Bulkley-Nechako, through contributing $750,000 to the QUEST West project,"" stated Bruce Sutherland, Chair of the Northern Development Initiative Trust. ""We have every confidence that this initiative will focus investor interest and create exploration jobs in the communities in central BC that have been deeply affected economically by the pine beetle epidemic and the forest industry downturn."" ""Sander Geophysics (www.sgl.com) is very happy to be working with Geoscience BC and their partners on the QUEST West Project,"" stated Stephan Sander, Co-President Sander Geophysics. ""Having been involved in the previous QUEST Project, we are excited about the interest generated by this targeted approach to mineral exploration, and are confident that our unique AIRGrav airborne gravity technology will assist Geoscience BC in making QUEST West a success."""
W4DSVHK5,"Nechako Enhancement Society ""Kenney Dam Cold Water Release Facility: Addendum to April 2008 Interim Report""",document,[],2008,,https://go.exlibris.link/42v2h5vB,['4EFHUEJI'],[{'tag': 'Saturation search (2)'}],
URPL7B6M,"Nechako Enhancement Society - ""Kenney Dam Cold Water Release Facility Interim Report, 2002-2007""",document,[],2008,,https://go.exlibris.link/G778YY3r,['4EFHUEJI'],[{'tag': 'Saturation search (2)'}],
LHSAPHNE,Briefing Document for the Nechako Watershed Council re: Assessment of Options for a Water Release Facility at Kenney Dam prepared by Triton Environmental Consultants,document,[],2008,,https://go.exlibris.link/CPJjTPQj,['4EFHUEJI'],[{'tag': 'Saturation search (2)'}],
WIC7W4QZ,"""Backgrounder: Potential Downstream Hydrographs from Alternate Water Release Facilities at Kenney Dam"" prepared by Nechako Enhancement Society",document,[],2008,,http://unbc.summon.serialssolutions.com/2.0.0/link/0/eLvHCXMwlV1NS8NAEB1svXirqPjN0Hs123w06601rZWiSCmIpzBJtxTabEpMD_kT_mZ3svHiraewbLKQfTCzM7z3FsDtPzi9fzFBkcvXvKSJWPqDlUhMZPYclZjsJVYkicXJXzNvNJOjhT9vPJNYGtPArRNT3u-1VdqZlOVzP18Egxa0XCdsw_Hw5XUcMY9Z19J5v8kPkw50rIMrbfGNyhrUUzhS-gx-uiNKN6ydYBXJE37kJfNzzIsR93WZ553htFoW1jr6G1nvgcOt7dMp_OTlcG6Sg0k3OKGUuaymukUqsQ6SFUaUdXFXqJpLjkmF7ypd0ybHsV4zptz_w4adeQ7BZLx4nvb4F2JTcGcxOz_bDYh5A-J6xjx5wHO-dKVwL6Ctc60uAUOPnWtCkuYM6gklKVCB7AcJOalQphK4gscDF78--IsbOPljVDjiFtplsVd3Fpf7BqZfWvOodw,['4EFHUEJI'],[{'tag': 'Saturation search (2)'}],
5T9IMBNX,"""Summary of Anticipated Benefits of a Cold Water Release Facility at Kenney Dam Based on Studies to Date"" prepared by the Nechako Enhancement Society",document,[],2007,,https://go.exlibris.link/0YdLXGDf,['4EFHUEJI'],[{'tag': 'Saturation search (2)'}],
TAN56IAS,"Nechako Enhancement Society, ""Chapter 4: Total Gas Pressure Effects on Fish"" from ""Kenney Dam Cold Water Release Facility Interim Evaluation Report""",document,[],2007,,https://go.exlibris.link/97LLn5Yd,['4EFHUEJI'],[{'tag': 'Saturation search (2)'}],
GGRGUSF4,"""Anticipated Benefits from the Proposed Cold Water Release Facility at Kenney Dam: Draft #4"" prepared by the Fraser Basin Council",document,[],2006,,https://go.exlibris.link/wyrH2wPP,['4EFHUEJI'],[{'tag': 'Saturation search (2)'}],
442NACSF,"Nechako Enhancement Society ""Towards a Decision on a Release Water Temperature for a Cold Water Release Facility at Kenney Dam: Report"" prepared by Triton Environmental Consultants, Ltd., and Aspen Applied Sciences, Ltd",document,[],2004,,https://go.exlibris.link/SqfGhK82,['4EFHUEJI'],[{'tag': 'Saturation search (2)'}],
NBI2B6TE,"""Water Release Facility at Kenney Dam: Updated Conceptual Layout and Cost Estimate"" prepared by Klohn Crippen",document,[],2001,,https://go.exlibris.link/M87zxpZR,['4EFHUEJI'],[{'tag': 'Saturation search (2)'}],
FSYATK2A,"Nechako Watershed Council - Evaluation of Benefits of a Water Release Facility at Kenney Dam, Correspondence and Proposals, 2001-2002",document,[],2001,,https://go.exlibris.link/NqgNHdjD,['4EFHUEJI'],[{'tag': 'Saturation search (2)'}],
HATBJDT7,Intercontinental-A siamese twin for Prince George.,magazineArticle,[],1969,,,['4EFHUEJI'],[],
5LPXXXU3,Endako mine life grows to 27 years,journalArticle,[],2007,,,['MRW66E3Y'],[],
W7CUNTU7,The potential energy savings from residential passive solar design in Canada,journalArticle,"[{'firstName': 'HE', 'lastName': 'Zirnhelt', 'creatorType': 'author'}, {'firstName': 'RC', 'lastName': 'Richman', 'creatorType': 'author'}]",2015,10.1016/j.enbuild.2015.06.051,,['MRW66E3Y'],"[{'tag': 'Calibrated simulation'}, {'tag': 'Energy modeling'}, {'tag': 'Passive solar'}, {'tag': 'Residential'}, {'tag': 'SIMULATION'}]","This study assesses the potential energy savings from passive solar design for new Canadian single-family dwellings across eight representative climate and population zones - Vancouver, Prince George, Yellowknife, Edmonton, Winnipeg, Toronto, Ottawa and Halifax. Eight passive solar design scenarios applied to two house designs were analyzed in terms of (i) reducing annual HVAC energy consumption and (ii) solar heating fraction. A calibrated model of the Canadian Centre for Housing Technology Twin Houses was developed using EnergyPlus and provided the simulation platform for this research. The results show that with basic passive solar design measures, solar gains contribute a considerable fraction of a typical single-family dwellings heating requirements in cold climates such as Canada (21-32%) with optimized passive solar designs attaining significant higher percentages (32-74%). This is generally higher than other similar studies. Based on the results very large solar fractions can be achieved with optimized passive solar design. The results of this study have relevance to individual building design as well as planning decisions regarding density and urban design. (C) 2015 Elsevier B.V. All rights reserved."
4E7H6HX3,"Spatial synchrony of the two-year cycle budworm outbreaks in central British Columbia, Canada",journalArticle,"[{'firstName': 'QB', 'lastName': 'Zhang', 'creatorType': 'author'}, {'firstName': 'RI', 'lastName': 'Alfaro', 'creatorType': 'author'}]",2003,10.1034/j.1600-0706.2003.12169.x,,['MRW66E3Y'],"[{'tag': 'BALSAM FIR'}, {'tag': 'STAND'}, {'tag': 'SCALE'}, {'tag': 'ABIES'}, {'tag': 'LEPIDOPTERA'}, {'tag': 'PLANT'}, {'tag': 'POPULATION-DYNAMICS'}, {'tag': 'SUSCEPTIBILITY'}, {'tag': 'TORTRICIDAE'}, {'tag': 'WESTERN SPRUCE BUDWORM'}]","Outbreaks of forest defoliating insects are usually synchronized over a large spatial scale. Observed records of past outbreaks are usually short and incomplete, therefore long proxy data are useful for better understanding of the spatial synchrony. In this study, we developed tree-ring proxy records of two-year cycle spruce budworm (Choristoneura biennis Freeman) outbreaks in central British Columbia, Canada, and examined the spatial patterns of past outbreaks. This budworm is a major defoliating: insect of the interior spruce (Picea engelmannii Parry x P. glauca Moench) and subalpine fir (Abies lasiocarpa [Hook.] Nutt.) forests in the Prince George Region of British Columbia, Four outbreaks occurred in relatively close synchrony over the entire region in the period 1880-1999, however, the initiation year, the intensity and extent of outbreaks varied spatially and from one outbreak to another, In some instances, the occurrence of outbreaks was restricted to only one area. The general synchrony of outbreaks suggested that a large-scale extrinsic factor, such as weather, was at play. However, the imperfect synchrony of outbreaks suggested that local stand characteristics. such as canopy structure, composition of tree species and host plant quality, probably played a major role in preconditioning outbreaks. Dispersal might play a role in synchronizing outbreaks, but the extent to which it contributed to the synchrony was limited in this mountainous region."
K8T9I2JK,"Fabrics and Kinematic indicators associated with the local structures along Finlay-Ingenika fault, McConnell Creek area, North-central British Columbia",journalArticle,"[{'firstName': 'GW', 'lastName': 'Zhang', 'creatorType': 'author'}, {'firstName': 'A', 'lastName': 'Hynes', 'creatorType': 'author'}]",1994,10.1139/e94-151,,['MRW66E3Y'],"[{'tag': 'ANISOTROPY'}, {'tag': 'BLOCK ROTATION'}, {'tag': 'COMPLEX'}, {'tag': 'DEAD-SEA TRANSFORM'}, {'tag': 'DEFORMATION'}, {'tag': 'DISPLACEMENT'}, {'tag': 'MAGNETIC-SUSCEPTIBILITY'}, {'tag': 'PALEOMAGNETIC EVIDENCE'}, {'tag': 'ROCKS'}, {'tag': 'STRAIN'}]","Structures associated with dextral transcurrent displacement on the Finlay - Ingenika fault are characterized predominantly by subvertical to vertical faults. Intersections of the fault planes with planar fabrics are all subvertical. This geometry, together with the common occurrence of subhorizontal slickenlines and stretching lineations in some strongly deformed fault zones, indicates their strike-slip nature. Principal directions of the strain ellipsoids determined from the deformed volcanic fragments along one of the faults are in accordance with those of the magnetic susceptibility ellipsoids from the adjacent plutonic rocks, indicating that the plutonic rocks experienced the same deformation as the Late Triassic Takla Group volcanics. Regional cleavage within the fault-bounded blocks indicates that the blocks were nonuniformly rotated clockwise about subvertical axes in response to progressive dextral transcurrent displacement on the Finlay - Ingenika fault. The mode of deformation observed in the area may characterize many parts of the Intermontane Belt."
8PWHIJ5Z,Milne method for downward continuation of gravity field,journalArticle,"[{'firstName': 'C', 'lastName': 'Zhang', 'creatorType': 'author'}, {'firstName': 'DN', 'lastName': 'Huang', 'creatorType': 'author'}, {'firstName': 'J', 'lastName': 'Liu', 'creatorType': 'author'}]",2017,10.6038/cjg20171109,,['MRW66E3Y'],"[{'tag': 'Different heights'}, {'tag': 'Gravity downward continuation'}, {'tag': 'ITERATION METHOD'}, {'tag': 'Milne formula'}, {'tag': 'POTENTIAL-FIELD'}, {'tag': 'Vertical derivative'}]","Downward continuation of gravity field can highlight the anomaly of the local and shallow part of the earth, and can separate the anomaly feature from the overlying field. But downward continuation is usually unstable, with shallow downward continuation depth and inaccurate result. To this end, this paper presents a Milne formula method for downward continuation of gravity field by using gravity field and its first-order vertical derivatives, and based on Simpson quadrature formula. The method is applied to the synthetic model. The synthetic result and the error curve show that compared with the fast Fourier transform downward continuation method and the integral iteration downward continuation method, the new method's depth of downward continuation is larger, the relative error is smaller, and the result is stable and accurate to the model. The method is applied to the downward continuation of the measured airborne gravity data of Nechako basin in Canada. The downward continuation result of this method can restore the original data accurately. And the result can reflect the tendency of the original anomaly and enhance the local and tiny anomaly."
LE5URA5T,The Cedar Project: Methadone maintenance treatment among young Aboriginal people who use opioids in two Canadian cities,journalArticle,"[{'firstName': 'J', 'lastName': 'Yang', 'creatorType': 'author'}, {'firstName': 'E', 'lastName': 'Oviedo-Joekes', 'creatorType': 'author'}, {'firstName': 'KM', 'lastName': 'Christian', 'creatorType': 'author'}, {'firstName': 'K', 'lastName': 'Li', 'creatorType': 'author'}, {'firstName': 'M', 'lastName': 'Louie', 'creatorType': 'author'}, {'firstName': 'M', 'lastName': 'Schechter', 'creatorType': 'author'}, {'firstName': 'P', 'lastName': 'Spittal', 'creatorType': 'author'}]",2011,10.1111/j.1465-3362.2010.00258.x,,['MRW66E3Y'],"[{'tag': 'Canada'}, {'tag': 'IMPACT'}, {'tag': 'BEHAVIOR'}, {'tag': 'MORTALITY'}, {'tag': 'VANCOUVER'}, {'tag': 'drug use'}, {'tag': 'RISK-FACTORS'}, {'tag': 'Aboriginal people'}, {'tag': 'ALCOHOL-USE'}, {'tag': 'GENDER-DIFFERENCES'}, {'tag': 'HEROIN USERS'}, {'tag': 'HIV-INFECTION'}, {'tag': 'INJECTION-DRUG USERS'}, {'tag': 'methadone'}]","Introduction and Aims. The Cedar Project is a community-based study aiming to identify variables associated with ever being on methadone maintenance treatment (MMT) among young Aboriginal people using drugs and to discuss possible barriers to MMT in this population. Design and Methods. This is a prospective cohort study with recruitment by health-care providers, outreach, and word of mouth in Vancouver and Prince George. Participants included 605 Aboriginal participants who were age 14-30 years, reported illicit drug use in the month prior to enrolment, and provided written informed consent. Variables associated with ever being on MMT were analysed through chi(2)-testing and multivariate logistic regression, limited to people reporting opioid use (n = 397). Results. Less than half of participants reporting daily injection of opioids had ever been on MMT. In adjusted multivariate logistic regression analyses, older age [odds ratio (OR) 1.17; 95% confidence interval (CI) 1.08-1.28)]; female gender (OR 3.76; 95% CI 2.00-7.07); hepatitis C antibody positivity (OR 2.76; 95% CI 1.53-4.95); and daily opioid injection (OR 2.59; 95% CI 1.46-4.61) were positively associated with ever being on MMT. Weekly or more alcohol use (OR 0.43; 95% CI 0.21-0.87) was negatively associated with ever being on MMT. Discussion and Conclusion. MMT access by young Aboriginal people is low. The associations between MMT use and other variables need further study to steer efforts directed at recruitment into MMT. The removal of barriers to MMT and inclusion of young Aboriginal people in the development of treatment programs based on Indigenous values are urgently required to help Aboriginal people who use drugs. [Yang J, Oviedo-Joekes E, Christian KWM, Li K, Louie M, Schechter M, Spittal P. The Cedar Project: Methadone maintenance treatment among young Aboriginal people who use opioids in two Canadian cities. Drug Alcohol Rev 2011;30:645-651]"
L8EM5WBH,Sensitivity of hyperclustering and labelling land cover classes to Landsat image acquisition date,journalArticle,"[{'firstName': 'MA', 'lastName': 'Wulder', 'creatorType': 'author'}, {'firstName': 'SE', 'lastName': 'Franklin', 'creatorType': 'author'}, {'firstName': 'JC', 'lastName': 'White', 'creatorType': 'author'}]",2004,10.1080/0143116042000192385,,['MRW66E3Y'],"[{'tag': 'CANADA'}, {'tag': 'CLASSIFICATION'}, {'tag': 'LARGE AREAS'}]","Seven Landsdt images near Prince George, British Columbia, Canada, representing a range of within-year and between-year dates, were acquired to assess spectral variability and the concomitant impact upon hyperclustering classification results. Top-of-atmosphere (TOA) radiometric corrections, dark target subtractions and geometric corrections were applied to the imagery. Following application of an unsupervised hyperclustering procedure which employed the K-means classifier, post-classification comparisons examined the differences in spectral response patterns for several target classes, and area summaries were generated to compare the variability in the total area of classes as identified in each image. Finally, the kappa coefficient of agreement was used to quantify the degree of correspondence between the classified images. The results indicated that the spectral variability of the within-year image set exceeded the variability in the between-year image set and differences in class area were highly variable over the range of image acquisition dates. These findings suggest that off-year imagery (acquired on or near anniversary dates) may be preferred to off-season imagery when building large-area Landsat mosaics for land cover classification using the hyperclustering procedure."
F6XQNMLU,Effect of geographic variation and jack pine introgression on disease and insect resistance in lodgepole pine,journalArticle,"[{'firstName': 'HX', 'lastName': 'Wu', 'creatorType': 'author'}, {'firstName': 'CC', 'lastName': 'Ying', 'creatorType': 'author'}, {'firstName': 'JA', 'lastName': 'Muir', 'creatorType': 'author'}]",1996,10.1139/x26-081,,['MRW66E3Y'],"[{'tag': 'ALBERTA'}, {'tag': 'BANKSIANA'}, {'tag': 'CONTORTA PROVENANCES'}, {'tag': 'EVOLUTION'}, {'tag': 'HYBRIDIZATION'}, {'tag': 'LOPHODERMELLA-CONCOLOR'}, {'tag': 'MONOTERPENE'}, {'tag': 'MORPHOLOGICAL VARIATION'}, {'tag': 'NEEDLE CAST'}, {'tag': 'WESTERN GALL RUST'}]","Incidence of western gall rust (Endocronartium harknessii (J.P. Moore) Y. Hiratsuka), stalactiform blister rust (Cronartium coleosporioides Arth.), needle cast (Lophodermella concolor (Dearn.) Darker), and sequoia pitch moth (Synanthedon sequoiae (Hy. Edwards) (Lepidoptera: Sesiidae)) attacks were investigated in a lodgepole pine (Pinus contorta Dougl. ex Loud. var. latifolia Engelm.) provenance-family test plantation located at Red Rock Tree Improvement Station, Prince George, British Columbia. This plantation contains 778 wind-pollinated families from 53 provenances in British Columbia, Alberta, and the Yukon Territory. Pest incidence was assessed in 1993 when the plantation was 21 years old. Provenance had a significant effect on resistance to the four disease and insect attacks. Regression models using latitude, longitude, and elevation as predictors accounted for 38% to 80% of the provenance variation in pest incidence. Geographic patterns of genetic variation in pest resistance essentially followed longitudinal and elevational dines. The most interesting finding is the strong relationship between pest incidence and provenance distance to the western limit of the natural range of jack pine (Pinus banksiana Lamb.): the closer a lodgepole pine provenance is to the edge of jack pine distribution, the higher is its resistance to the pests. We hypothesize that jack pine introgression may have played a significant role in the evolution of pest defense in lodgepole pine. Effective selection and breeding for pest resistance in lodgepole pine may have to look beyond the intraspecific gene pool."
NST7FPPR,"Intra-annual dendroclimatic reconstruction for northern British Columbia, Canada, using wood properties",journalArticle,"[{'firstName': 'LJ', 'lastName': 'Wood', 'creatorType': 'author'}, {'firstName': 'DJ', 'lastName': 'Smith', 'creatorType': 'author'}]",2015,10.1007/s00468-014-1124-9,,['MRW66E3Y'],"[{'tag': 'Temperature'}, {'tag': 'COAST MOUNTAINS'}, {'tag': 'PARAMETERS'}, {'tag': 'VARIABILITY'}, {'tag': 'CLIMATE'}, {'tag': 'Dendroclimatology'}, {'tag': 'Fibre properties'}, {'tag': 'FORESTS'}, {'tag': 'LODGEPOLE PINE'}, {'tag': 'MAXIMUM LATEWOOD DENSITY'}, {'tag': 'MICROFIBRIL ANGLE'}, {'tag': 'Precipitation'}, {'tag': 'RADIAL GROWTH'}, {'tag': 'Tree physiology'}, {'tag': 'TREE-RING WIDTH'}]","Key message Analyses of tree-ring wood properties combined with an understanding of tree physiology provided detailed intra-annual insights into historical and seasonal climate phenomena in sub-boreal forests of northern British Columbia. Abstract This study investigated historical climate trends in northern British Columbia, Canada, through the use of tree-ring proxies, and established a means of reconstructing intra-annual climate patterns from wood density, fibre properties and tree-ring width data. Specific attention was given to investigating how dendroclimatological analyses of intra-ring wood and fibre properties could be interpreted to improve the strength of proxy climate records. Trees were sampled at six sites in northern British Columbia. Spruce trees were collected from the Smithers area, whilst Douglas-fir trees were sampled at the northern latitudinal extent of their range near Babine and Francois Lakes, and at a precipitation-limited site near Valemount. Wood cores were analysed by Windendro (R) software with an ITRAX scanning densitometer, and by the SilviScan system located at the Australian Commonwealth Scientific and Research Organization. A mean June temperature proxy record dating to 1805 and a July-August mean temperature proxy record for Smithers extending from 1791 to 2006 were constructed from spruce ring width and maximum density chronologies. Douglas-fir ring width, spruce minimum density, and Douglas-fir maximum cell-wall thickness chronologies were used to reconstruct a May-June precipitation record extending from 1820 to 2006, and a July-August total precipitation record for Fort St. James that extends from 1912 to 2006. The results of the study demonstrate that a combination of multivariate and single-variate analyses provide detailed insights into seasonal radial growth characteristics. Tree physiological responses to climate at different times throughout the growing season, and temperature and precipitation fluctuations over the historical record are discussed."
